Medication cateogory,Short name,Code type,Code,Description
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17927011000001101,Salbutamol 100micrograms/dose inhaler CFC free (Phoenix Healthcare Distribution Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17927211000001106,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17927411000001105,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18041311000001106,Salbutamol 100micrograms/dose inhaler CFC free (Sandoz Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18058411000001109,Foradil 12microgram inhalation powder capsules with device (Lexon (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18080711000001105,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials (Fannin (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18080911000001107,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Fannin (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18148111000001107,Asmavent 100micrograms/dose inhaler CFC free (Kent Pharma (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18185011000001106,Seretide 100 Accuhaler (Necessity Supplies Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18185211000001101,Seretide 250 Accuhaler (Necessity Supplies Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18185411000001102,Seretide 500 Accuhaler (Necessity Supplies Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18185611000001104,Seretide 125 Evohaler (Necessity Supplies Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18185811000001100,Seretide 250 Evohaler (Necessity Supplies Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18186011000001102,Serevent 50micrograms/dose Accuhaler (Necessity Supplies Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18186311000001104,Serevent 25micrograms/dose Evohaler (Necessity Supplies Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18195111000001106,Symbicort 100/6 Turbohaler (Necessity Supplies Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18195311000001108,Symbicort 200/6 Turbohaler (Necessity Supplies Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18195511000001102,Symbicort 400/12 Turbohaler (Necessity Supplies Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18220811000001104,Combivent nebuliser liquid 2.5ml UDVs (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18488911000001103,Onbrez Breezhaler 150microgram inhalation powder capsules with device (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18489111000001108,Onbrez Breezhaler 300microgram inhalation powder capsules with device (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18610611000001106,Salamol 100micrograms/dose Easi-Breathe inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18611411000001104,Seretide 500 Accuhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,18611611000001101,Serevent 25micrograms/dose Evohaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,19541511000001101,Combivent nebuliser liquid 2.5ml UDVs (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,19562111000001107,Neovent 25micrograms/dose inhaler CFC free (Teva UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,19568411000001100,Neovent 25micrograms/dose inhaler CFC free (Kent Pharma (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,19869411000001109,Combivent nebuliser liquid 2.5ml UDVs (Lexon (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,20031011000001108,Ventolin 200micrograms/dose Accuhaler (Lexon (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,20434411000001107,Salamol 100micrograms/dose inhaler CFC free (Arrow Generics Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,20638911000001108,Salmeterol 25micrograms/dose inhaler CFC free (A A H Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,21019411000001101,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,21019711000001107,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Napp Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,21020611000001104,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,21113711000001102,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,21113811000001105,Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,21113911000001100,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,21787311000001103,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,21866011000001104,Foradil 12microgram inhalation powder capsules with device (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,21895011000001105,Salbutamol 100micrograms/dose inhaler CFC free (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,21895211000001100,Salbutamol 2mg tablets (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,21895411000001101,Salbutamol 4mg tablets (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,22354211000001108,Salbutamol 100micrograms/dose inhaler CFC free (AM Distributions (Yorkshire) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,22355111000001103,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (AM Distributions (Yorkshire) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,22503111000001109,AirSalb 100micrograms/dose inhaler CFC free (Sandoz Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,22650111000001100,Vertine 25micrograms/dose inhaler CFC free (Teva UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,23433411000001108,Salbutamol 2.5mg/2.5ml / Ipratropium bromide 500micrograms/2.5ml nebuliser liquid unit dose vials (J M McGill Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,23621711000001102,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,23622011000001107,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,23661311000001105,Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,23661411000001103,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,23961011000001108,Salbutamol 2.5mg/2.5ml / Ipratropium bromide 500micrograms/2.5ml nebuliser liquid unit dose vials (Niche Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,24608011000001103,Striverdi Respimat 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,24644611000001108,Anoro Ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,24645511000001105,Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,24670111000001108,Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,25254111000001105,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,25254711000001106,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,26112111000001106,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,26148711000001101,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,28007211000001102,Ultibro Breezhaler 85microgram/43microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,28049611000001104,Indacaterol 85micrograms/dose / Glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,28194211000001100,Terbutaline 7.5mg/15ml solution for infusion pre-filled syringes (Special Order)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,28279711000001100,Terbutaline 7.5mg/15ml solution for infusion pre-filled syringes
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,28357211000001106,Duaklir 340micrograms/dose / 12micrograms/dose Genuair (AstraZeneca UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,28365011000001100,Aclidinium bromide 396micrograms/dose / Formoterol 11.8micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,28410811000001107,Berodual N inhaler (Imported (Germany))
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,28422511000001101,Fenoterol 50micrograms/dose / Ipratropium bromide 20micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,29211411000001103,Salbutamol 2.5mg/2.5ml / Ipratropium bromide 500micrograms/2.5ml nebuliser liquid unit dose vials (Ennogen Healthcare Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,29749211000001101,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,29749411000001102,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,29749611000001104,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,29782111000001107,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Viatris UK Healthcare Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,29782511000001103,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Viatris UK Healthcare Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,29971311000001100,Spiolto Respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,29980011000001104,Bricanyl 500micrograms/dose Turbohaler (Lexon (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,29987211000001108,Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,30041511000001100,Atimos Modulite 12micrograms/dose inhaler (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,30094711000001100,Salbutamol 100micrograms/dose inhaler CFC free (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,30094911000001103,Salbutamol 2mg tablets (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,30095111000001102,Salbutamol 4mg tablets (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,30095311000001100,Salmeterol 25micrograms/dose inhaler CFC free (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,30253911000001100,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,30273011000001101,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,30273211000001106,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,30891711000001102,Salbutamol 100micrograms/dose inhaler CFC free (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,30891911000001100,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,30892111000001108,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,30924211000001107,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,30950311000001106,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Sandoz Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,31063111000001106,Fostair NEXThaler 200micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,31063411000001101,Fostair 200micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,31064411000001103,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (A A H Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,31064611000001100,Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (A A H Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,31064811000001101,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler (A A H Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,31087411000001106,Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,31087511000001105,Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,31457011000001100,Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (J M McGill Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,31457411000001109,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (J M McGill Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,32333511000001106,Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (Colorama Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,32333911000001104,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (Colorama Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,32364511000001104,Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (Ennogen Healthcare Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,32480911000001107,Salbutamol 2.5mg/2.5ml / Ipratropium bromide 500micrograms/2.5ml nebuliser liquid unit dose vials (Colorama Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,32629811000001101,Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (J M McGill Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,32633011000001106,Aclidinium bromide 396micrograms/dose / Formoterol 11.8micrograms/dose dry powder inhaler (Colorama Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,32684611000001106,Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,32684911000001100,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,32898611000001109,Salipraneb 0.5mg/2.5mg nebuliser solution 2.5ml ampoules (Actavis UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,32926011000001100,Symbicort 200micrograms/dose / 6micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,32960711000001105,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,33561211000001109,Soltel 25micrograms/dose inhaler CFC free (Cipla EU Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,33679711000001103,Aerivio Spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler (Teva UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,34023611000001101,Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Cipla EU Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,34023811000001102,Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Cipla EU Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,34215311000001107,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Sandoz Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,34215511000001101,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler (Sandoz Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,34675711000001103,Aloflute 25micrograms/dose / 250micrograms/dose inhaler (Viatris UK Healthcare Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,34677011000001107,Aloflute 25micrograms/dose / 125micrograms/dose inhaler (Viatris UK Healthcare Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,34681611000001100,Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,34683311000001106,Generic Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,34812111000001106,Fobumix Easyhaler 320micrograms/dose / 9micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,34950311000001108,Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,34950611000001103,Fobumix Easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,34952211000001104,Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,34955111000001103,Generic Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35369511000001103,Salbutamol 200microgram / Beclometasone 100microgram inhalation powder capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35515311000001106,Fusacomb Easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35515511000001100,Fusacomb Easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35594011000001105,Combisal 25micrograms/dose / 50micrograms/dose inhaler (Aspire Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35594211000001100,Combisal 25micrograms/dose / 125micrograms/dose inhaler (Aspire Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35594411000001101,Combisal 25micrograms/dose / 250micrograms/dose inhaler (Aspire Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35647311000001101,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35647511000001107,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35647611000001106,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35650811000001109,Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35912011000001109,Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35915911000001100,Terbutaline 1.5mg/5ml oral solution sugar free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35916011000001108,Terbutaline 2.5mg/5ml solution for injection ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35916111000001109,Terbutaline 250micrograms/dose inhaler with spacer
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35916211000001103,Terbutaline 500micrograms/1ml solution for injection ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35916311000001106,Terbutaline 500micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35916411000001104,Terbutaline 7.5mg modified-release tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35926311000001100,Sodium cromoglicate 1mg/dose / Salbutamol 100micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35926411000001107,Sodium cromoglicate 1mg/dose / Salbutamol 100micrograms/dose inhaler with spacer
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35936211000001105,Salbutamol 100micrograms/dose / Beclometasone 50micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35936311000001102,Salbutamol 100micrograms/dose / Ipratropium 20micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35936411000001109,Salbutamol 100micrograms/dose breath actuated inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35936511000001108,Salbutamol 100micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35936611000001107,Salbutamol 200microgram inhalation powder blisters
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35936711000001103,Salbutamol 200microgram inhalation powder blisters with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35936811000001106,Salbutamol 400microgram inhalation powder blisters
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35936911000001101,Salbutamol 400microgram inhalation powder blisters with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35937011000001102,Salbutamol 5mg/50ml solution for infusion vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35937111000001101,Salbutamol 8mg modified-release tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35937211000001107,Salbutamol 95micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35937811000001108,Salmeterol 50microgram inhalation powder blisters with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,35938011000001101,Salmeterol 50microgram inhalation powder blisters
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,36066611000001106,Fenoterol 100micrograms/dose / Ipratropium 40micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,36066711000001102,Fenoterol 100micrograms/dose / Ipratropium bromide 40micrograms/dose breath actuated inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,36604711000001102,Stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (Glenmark Pharmaceuticals Europe Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,36889311000001107,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Pharmaram Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,36889511000001101,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Pharmaram Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,36895211000001101,Serevent 50micrograms/dose Accuhaler (Originalis B.V.)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37350511000001103,Bricanyl 500micrograms/dose Turbohaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37364411000001100,Combivent nebuliser liquid 2.5ml UDVs (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37391711000001105,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37395311000001108,Salamol 100micrograms/dose Easi-Breathe inhaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37397211000001108,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Mawdsley-Brooks & Company Ltd)
