Medicaiton category,Short name,Code type,Code,Description
Inhaled corticosteroid,ICS,dm+d,18579211000001101,Flixotide 50micrograms/dose Evohaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,18608111000001104,Qvar 100 Autohaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,18608311000001102,Qvar 50 Autohaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,18608511000001108,Qvar 100micrograms/dose Easi-Breathe inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,18608711000001103,Qvar 50micrograms/dose Easi-Breathe inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,18608911000001101,Qvar 50 inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,18611411000001104,Seretide 500 Accuhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,19612611000001105,Flixotide 50micrograms/dose Accuhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,19726711000001101,Alvesco 80 inhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,19727911000001101,Asmanex 400micrograms/dose Twisthaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,19737111000001101,Clenil Modulite 50micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,19737311000001104,Clenil Modulite 100micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,19737511000001105,Clenil Modulite 200micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,19737811000001108,Clenil Modulite 250micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,19965011000001108,Flixotide 100micrograms/dose Accuhaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,21019411000001101,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,21019711000001107,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Napp Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,21020611000001104,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,21113711000001102,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,21113811000001105,Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,21113911000001100,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,21690711000001109,Alvesco 160 inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,21804411000001104,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Waymade  Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,21804611000001101,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Waymade Healthcare  Plc)
Inhaled corticosteroid,ICS,dm+d,22622411000001105,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,22622611000001108,Budesonide 1mg/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,23438611000001104,Alvesco 80 inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,24591711000001104,Clenil Modulite 200micrograms/dose inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,24591911000001102,Clenil Modulite 250micrograms/dose inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,24660811000001107,Beclometasone 100micrograms/dose inhaler CFC free (Ennogen Healthcare  Ltd)
Inhaled corticosteroid,ICS,dm+d,24667411000001109,Asmanex 200micrograms/dose Twisthaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,25254111000001105,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd)
Inhaled corticosteroid,ICS,dm+d,25254711000001106,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd)
Inhaled corticosteroid,ICS,dm+d,26112111000001106,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)
Inhaled corticosteroid,ICS,dm+d,26148711000001101,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,27991211000001105,Qvar 50micrograms/dose Easi-Breathe inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,29525711000001109,Beclometasone 50micrograms/dose inhaler CFC free (Colorama Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,29526111000001102,Beclometasone 100micrograms/dose inhaler CFC free (Colorama Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,29526411000001107,Beclometasone 200micrograms/dose inhaler CFC free (Colorama Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,29749211000001101,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,29749411000001102,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,29749611000001104,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,29775411000001101,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,29782111000001107,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Viatris UK Healthcare Ltd)
Inhaled corticosteroid,ICS,dm+d,29782511000001103,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Viatris UK Healthcare Ltd)
Inhaled corticosteroid,ICS,dm+d,29959011000001102,Alvesco 80 inhaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,30004311000001102,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,30004511000001108,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,30253911000001100,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,30950311000001106,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Sandoz Ltd)
Inhaled corticosteroid,ICS,dm+d,30950511000001100,Beclometasone 100micrograms/dose inhaler CFC free (DE  Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,30950711000001105,Beclometasone 200micrograms/dose inhaler CFC free (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,30950911000001107,Beclometasone 50micrograms/dose inhaler CFC free (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,31063111000001106,Fostair NEXThaler 200micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)
Inhaled corticosteroid,ICS,dm+d,31063411000001101,Fostair 200micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)
Inhaled corticosteroid,ICS,dm+d,31064411000001103,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (A A H Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,31064611000001100,Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (A A H Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,31064811000001101,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler (A A H Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,31087411000001106,Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose  inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,31087511000001105,Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose dry  powder inhaler
Inhaled corticosteroid,ICS,dm+d,31352911000001106,Beclometasone 100micrograms/dose inhaler CFC free (J M McGill Ltd)
Inhaled corticosteroid,ICS,dm+d,31353111000001102,Beclometasone 200micrograms/dose inhaler CFC free (J M McGill Ltd)
Inhaled corticosteroid,ICS,dm+d,31353311000001100,Beclometasone 50micrograms/dose inhaler CFC free (J M McGill Ltd)
Inhaled corticosteroid,ICS,dm+d,32199311000001102,Beclometasone 100micrograms/dose inhaler CFC free (Niche Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,32199911000001101,Beclometasone 200micrograms/dose inhaler CFC free (Niche Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,32200311000001106,Beclometasone 50micrograms/dose inhaler CFC free (Niche Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,32926011000001100,Symbicort 200micrograms/dose / 6micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)
Inhaled corticosteroid,ICS,dm+d,32960711000001105,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,33679711000001103,Aerivio Spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler (Teva UK Ltd)
Inhaled corticosteroid,ICS,dm+d,34023611000001101,Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Cipla EU Ltd)
Inhaled corticosteroid,ICS,dm+d,34023811000001102,Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Cipla EU Ltd)
Inhaled corticosteroid,ICS,dm+d,34215311000001107,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Sandoz Ltd)
Inhaled corticosteroid,ICS,dm+d,34215511000001101,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler (Sandoz Ltd)
Inhaled corticosteroid,ICS,dm+d,34675711000001103,Aloflute 25micrograms/dose / 250micrograms/dose inhaler (Viatris UK Healthcare Ltd)
Inhaled corticosteroid,ICS,dm+d,34677011000001107,Aloflute 25micrograms/dose / 125micrograms/dose inhaler (Viatris UK Healthcare Ltd)
Inhaled corticosteroid,ICS,dm+d,34681611000001100,Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd)
Inhaled corticosteroid,ICS,dm+d,34683311000001106,Generic Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler
Inhaled corticosteroid,ICS,dm+d,34812111000001106,Fobumix Easyhaler 320micrograms/dose / 9micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,34950311000001108,Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,34950611000001103,Fobumix Easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,35369511000001103,Salbutamol 200microgram / Beclometasone 100microgram inhalation powder capsules
Inhaled corticosteroid,ICS,dm+d,35430111000001100,Kelhale 50micrograms/dose inhaler (Cipla EU Ltd)
Inhaled corticosteroid,ICS,dm+d,35430311000001103,Kelhale 100micrograms/dose inhaler (Cipla EU Ltd)
Inhaled corticosteroid,ICS,dm+d,35515311000001106,Fusacomb Easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,35515511000001100,Fusacomb Easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,35594011000001105,Combisal 25micrograms/dose / 50micrograms/dose inhaler (Aspire Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,35594211000001100,Combisal 25micrograms/dose / 125micrograms/dose inhaler (Aspire Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,35594411000001101,Combisal 25micrograms/dose / 250micrograms/dose inhaler (Aspire Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,35647311000001101,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,35647511000001107,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,35647611000001106,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,35650811000001109,Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,35907611000001101,Beclometasone 100microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,35907711000001105,Beclometasone 100microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,35907811000001102,Beclometasone 100micrograms/dose breath actuated inhaler
Inhaled corticosteroid,ICS,dm+d,35907911000001107,Beclometasone 100micrograms/dose breath actuated inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,35908011000001109,Beclometasone 100micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,35908111000001105,Beclometasone 100micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,35908211000001104,Beclometasone 200microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,35908311000001107,Beclometasone 200microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,35908411000001100,Beclometasone 200micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,35908511000001101,Beclometasone 200micrograms/dose inhaler
Inhaled corticosteroid,ICS,dm+d,35908611000001102,Beclometasone 250micrograms/dose breath actuated inhaler
Inhaled corticosteroid,ICS,dm+d,35908711000001106,Beclometasone 250micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,35908811000001103,Beclometasone 250micrograms/dose inhaler
Inhaled corticosteroid,ICS,dm+d,35908911000001108,Beclometasone 400microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,35909011000001104,Beclometasone 400microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,35909111000001103,Beclometasone 400micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,35909211000001109,Beclometasone 50micrograms/dose breath actuated inhaler
Inhaled corticosteroid,ICS,dm+d,35909311000001101,Beclometasone 50micrograms/dose breath actuated inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,35909411000001108,Beclometasone 50micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,35909511000001107,Beclometasone 50micrograms/dose inhaler
Inhaled corticosteroid,ICS,dm+d,35909611000001106,Beclometasone 50micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,35912011000001109,Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,35912111000001105,Budesonide 100micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,35912411000001100,Budesonide 200micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,35912511000001101,Budesonide 200micrograms/dose inhaler
Inhaled corticosteroid,ICS,dm+d,35912711000001106,Budesonide 400micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,35912811000001103,Budesonide 50micrograms/dose inhaler
Inhaled corticosteroid,ICS,dm+d,35936211000001105,Salbutamol 100micrograms/dose / Beclometasone 50micrograms/dose inhaler
Inhaled corticosteroid,ICS,dm+d,36059111000001102,Fluticasone 25micrograms/dose inhaler
Inhaled corticosteroid,ICS,dm+d,36059211000001108,Fluticasone propionate 100microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,36059311000001100,Fluticasone propionate 100microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,36059411000001107,Fluticasone propionate 250microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,36059511000001106,Fluticasone propionate 250microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,36059611000001105,Fluticasone propionate 500microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,36059711000001101,Fluticasone propionate 500microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,36059811000001109,Fluticasone propionate 50microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,36059911000001104,Fluticasone propionate 50microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,36565411000001101,Fluticasone propionate 250micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,36603211000001106,Soprobec 50micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)
Inhaled corticosteroid,ICS,dm+d,36603411000001105,Soprobec 200micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)
Inhaled corticosteroid,ICS,dm+d,36603611000001108,Soprobec 100micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)
Inhaled corticosteroid,ICS,dm+d,36603811000001107,Soprobec 250micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)
Inhaled corticosteroid,ICS,dm+d,36604711000001102,Stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (Glenmark Pharmaceuticals Europe Ltd)
Inhaled corticosteroid,ICS,dm+d,36889311000001107,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Pharmaram Ltd)
Inhaled corticosteroid,ICS,dm+d,36889511000001101,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Pharmaram Ltd)
Inhaled corticosteroid,ICS,dm+d,37391711000001105,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37397211000001108,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,37397411000001107,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,37400911000001108,Qvar 100 Autohaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37434411000001103,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37434611000001100,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37443211000001101,Seretide 250 Accuhaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37443411000001102,Seretide 500 Accuhaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37443611000001104,Seretide 250 Evohaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37444011000001108,Seretide 125 Evohaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37444211000001103,Symbicort 400/12 Turbohaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37444611000001101,Qvar 100 inhaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37446211000001108,Flixotide 100micrograms/dose Accuhaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37446411000001107,Flixotide 250micrograms/dose Accuhaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37446611000001105,Flixotide 500micrograms/dose Accuhaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37448711000001102,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37484711000001101,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Mawdsley- Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,37484911000001104,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Mawdsley- Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,37577111000001108,Alvesco 160 inhaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37631511000001104,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Ethigen Ltd)
Inhaled corticosteroid,ICS,dm+d,37631711000001109,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Ethigen Ltd)
Inhaled corticosteroid,ICS,dm+d,37665111000001104,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,37665311000001102,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,37699111000001100,Pulmicort 0.5mg Respules (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,37699311000001103,Pulmicort 1mg Respules (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,37699711000001104,Qvar 100 Autohaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,37702211000001106,Seretide 250 Accuhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,37702411000001105,Seretide 250 Evohaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,37702611000001108,Seretide 500 Accuhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,37714411000001100,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,37714611000001102,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,37714811000001103,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,37727811000001101,Qvar 100 inhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,37729411000001107,Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,37739011000001101,Symbicort 200/6 Turbohaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,37996511000001103,Seretide 125 Evohaler (Pharmaram Ltd)
Inhaled corticosteroid,ICS,dm+d,37996711000001108,Seretide 250 Evohaler (Pharmaram Ltd)
Inhaled corticosteroid,ICS,dm+d,37997311000001107,Symbicort 100/6 Turbohaler (Pharmaram Ltd)
Inhaled corticosteroid,ICS,dm+d,37997511000001101,Symbicort 200/6 Turbohaler (Pharmaram Ltd)
Inhaled corticosteroid,ICS,dm+d,37997711000001106,Symbicort 400/12 Turbohaler (Pharmaram Ltd)
Inhaled corticosteroid,ICS,dm+d,38130011000001108,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38130211000001103,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38130411000001104,Easyhaler Beclometasone 200micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38130611000001101,Easyhaler Budesonide 100micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38130811000001102,Easyhaler Budesonide 200micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38131011000001104,Easyhaler Budesonide 400micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38134511000001109,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38134711000001104,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38134911000001102,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38135111000001101,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38135311000001104,Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38136011000001106,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder  'nhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38166911000001103,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38167111000001103,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,38640111000001109,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,38640311000001106,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,38807211000001100,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Medihealth (Northern) Ltd)
Inhaled corticosteroid,ICS,dm+d,38807411000001101,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Medihealth (Northern) Ltd)
Inhaled corticosteroid,ICS,dm+d,38895411000001109,Mometasone 200micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,38895611000001107,Mometasone 400micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,38896811000001103,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,38897411000001103,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,38897511000001104,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,38897611000001100,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,38897711000001109,Fluticasone propionate 500micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,38897811000001101,Fluticasone propionate 100micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,38897911000001106,Fluticasone propionate 50micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,38960111000001101,Fluticasone 500micrograms/2ml nebuliser liquid unit dose vials (Imported)
Inhaled corticosteroid,ICS,dm+d,38960511000001105,Fluticasone 2mg/2ml nebuliser liquid unit dose vials (Imported)
Inhaled corticosteroid,ICS,dm+d,39089311000001103,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,39105811000001102,Symbicort 100micrograms/dose / 3micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)
Inhaled corticosteroid,ICS,dm+d,39110911000001100,Fluticasone 50micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,39111011000001108,Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,39111111000001109,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,39111211000001103,Fluticasone 125micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,39111311000001106,Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,39111411000001104,Fluticasone 250micrograms/dose inhaler CFC free
